Source,Category,Headline,Description,Link,Date,Author,Target
Lusaka Times,sports,DIV 1 WRAP :Kitwe United Surrender Top Spot,Young Green Eagles have toppled Kitwe United from the top of the FAZ National Division One League after thumping Chambishi 4-1 at the weekend. Eagles took advantage of Kitwe’s 2-1 loss to Indeni to open up a one point lead. The ZNS outfit have 46 points from 21 matches played and have one disputed match […],https://www.lusakatimes.com/2020/02/17/div-1-wrap-kitwe-united-surrender-top-spot/,2020-02-17 11:12:04+00:00,sports,1
Lusaka Times,business news,"Zesco United Go Third, Mighty Draw",Zesco United for the first time stayed unbeaten for a third successive league game in 2020 after a 2-2 away draw at Power Dynamos in Kitwe. The result at Arthur Davies Stadium saw the defending league champions collect five out of a possible 9 points after four defeats and a win in their opening five […],https://www.lusakatimes.com/2020/02/16/zesco-united-go-third-milll/,2020-02-16 17:46:32+00:00,sports,0
Lusaka Times,sports,Forest Rangers Dent Nkana’s League Title Dreams,Nkana’s title hopes were questioned on Saturday at home when Forest Rangers beat them 1-0 in Kitwe and get rewarded with top spot on the FAZ Super Division log. A 68th minute penulty converted by Adams Zikiru after Nkana goalkeeper Allan Chibwe fouled Webster Muzaza to hand Nkana their second home defeat this season after […],https://www.lusakatimes.com/2020/02/16/forest-rangers-dent-nkanas-league-title-dreams/,2020-02-16 07:28:28+00:00,sports,0
Lusaka Times,career,Top Three Races Heats Up on Saturday,The battle for number one in the top three heats up this Saturday with Green Eagles hoping to maintain their slender lead at the summit of the FAZ Super Division. Eagles enjoy a one point lead on 40 points from 20 games played with a match in hand. The 2019 provisional season runners-up host Lumwana […],https://www.lusakatimes.com/2020/02/14/top/,2020-02-14 18:05:50+00:00,sports,0
Lusaka Times,career,DIV 1 WRAP:Kitwe United Maintain Two Point Lead,"Promotion contenders Kitwe United, Young Green Eagles, Indeni and Prison Leopards all maintained their top four positions in the FAZ National Division One League after winning their respective round 21 matches at the weekend. Leaders Kitwe edged Zambeef 1-0 at home in Kitwe to move to 45 points, two above second placed Young Eagles, after […]",https://www.lusakatimes.com/2020/02/11/div-1-wrapkitwe-united-maintain-two-point-lead/,2020-02-11 10:23:53+00:00,sports,0
Lusaka Times,sports,Prison Leopards Recall Fired Coach,FAZ National Division One side Prison Leopards have reversed the dismissal of head Coach Mwenya Chipepo after an outcry from club supporters. Prison earlier this week fired Chipepo together with his assistants Mulife Sitali and William Chinyama before replacing him with Willie Chalwe. Club spokesperson Brian Mooya has confirmed Chipepo’s reinstatement together with his assistants […],https://www.lusakatimes.com/2020/02/07/prison-leopards-recall-fired-coach/,2020-02-07 15:39:34+00:00,sports,0
Lusaka Times,politics,Stating the case why we must look after the elderly and vulnerable,"Often we hear of the politicians, the privileged being flown to South Africa or India for treatment for review and for all sorts of treatment. Where do our old and vulnerable people go? Are the people flown out more human than those left behind? Does it always work when we are flown to South Africa? […]",https://www.lusakatimes.com/2020/02/04/262335/,2020-02-04 09:22:44+00:00,editor,1
Lusaka Times,career,Birthday Boy Chamanga Knocks Out Power,Life began at 40 for veteran ex-Chipolopolo striker James Chamanga on Sunday when his lone goal inspired Red Arrows to an away victory over ten-man Power Dynamos. Chamanga had a 40th birthday to remember at Arthur Davies Stadium in Kitwe when his 2nd minute goal handed Arrows a 1-0 victory over Power. The striker turned-in […],https://www.lusakatimes.com/2020/02/02/birthday-boy-chamanga-knocks-out-power/,2020-02-02 19:03:49+00:00,sports,0
Lusaka Times,sports,Mighty Stay Unbeaten Against Nkana,"The status quo in the top three stayed unchanged following stalemates in a raft of derbies that littered the FAZ Super Division on Saturday. At Shinde Stadium, leaders Nkana maintained their one point lead following a 0-0 away draw against old foes Mighty Mufulira Wanderers in their Copperbelt derby in Mufulira. The result saw Nkana […]",https://www.lusakatimes.com/2020/02/01/mighty-stay-unbeaten-against-nkana/,2020-02-01 17:28:22+00:00,sports,0
Lusaka Times,local news,Nkana Wary of Ailing Mighty,Nkana coach Manfred Chabinga is wary of ‘Mighty’ Mufulira Wanderers heading into Saturdays trip to Shinde Stadium. The 12-time champions visit Mighty who ended their two-game unbeaten start to the season following a 3-2 home loss in Kitwe on September 22. But the two old giants have endured contrasting fortunes since then. Nkana enjoy a […],https://www.lusakatimes.com/2020/01/31/nkana-wary-of-ailing-mighty/,2020-01-31 20:20:12+00:00,sports,0
Lusaka Times,sports,Zambia does not need a foreign national team coach – Be realistic,"It is unthinkable on the part of the Football Association of Zambia (FAZ) to be contemplating on hiring an Expatriate coach for the Zambia national men’s football team, at the expense of a robust football development approach in the country. It is common knowledge that the country is in critical need for a vigorous revolution […]",https://www.lusakatimes.com/2020/01/31/zambia-does-not-need-a-foreign-national-team-coach-be-realistic/,2020-01-31 07:16:35+00:00,editor,1
Lusaka Times,development,Zambian Roads Not Safe for Night Travel,Make Night in Zambia Travel Safe! The Zambia Roads and Highway Safety Group (ZRHSG) has noted that most roads and highways in Zambia are not fit for night travel thereby making night travel in Zambia a very risky undertaking. The Zambia Roads and Highway Safety Group has observed that many roads in Zambia are not […],https://www.lusakatimes.com/2020/01/27/zambian-roads-not-safe-for-night-travel/,2020-01-27 07:49:48+00:00,editor,1
Lusaka Times,health and wellness,Kitwe United  Maintain Healthy Lead in Promotion Race,"Kitwe United maintained their five point lead in the FAZ National Division One League following a 1-1 draw at promotion rivals Young Green Eagles on Saturday. Motala Mulambya scored for Chingalika just after two minutes before Teddy Simfukwe equalised two minutes later in the match played in Kafue. The draw pushed Kitwe to 42 points, […]",https://www.lusakatimes.com/2020/01/27/kitwe-united-maintain-healthy-lead-in-promotion-race/,2020-01-27 05:45:55+00:00,sports,0
Lusaka Times,local news,Nkana Go To Number One,"Nkana have thumped Buildcon 3-0 at home in Kitwe to go on top of the FAZ Super Division table. Kelvin Mubanga, Shadreck Musonda and Duke Abuya were the scorers in this round 18 match played on Sunday afternoon at Nkana Stadium as Kalampa opened a one point lead at the top. Nkana have 37 points, […]",https://www.lusakatimes.com/2020/01/26/nkana-go-to-number-one/,2020-01-26 19:09:10+00:00,sports,0
Lusaka Times,health and wellness,140 Chingola Residents  rushed health centers  after their houses were  spread with unknown chemicals,"About 140 residents of Chingola were this morning rushed to various health centers across the district after their houses were last night spread with unknown chemicals by unknown people. According to Radio Phoenix, Chingola Mayor Titus Tembo said reports from various clinics and hospitals in the District indicate that criminals are now spreading the yet […]",https://www.lusakatimes.com/2020/01/24/140-chingola-residents-rushed-health-centers-after-their-houses-were-spread-with-unknown-chemicals/,2020-01-24 14:59:05+00:00,Chief Editor,1
Lusaka Times,politics,Kamba  reacts angrily to media reports questioning his source of funding for his Mansion  in New Kasama.,"PF Lusaka Province Secretary Kennedy Kamba has reacted angrily to media reports questioning his source of funding for the mansion he has built in New Kasama. Mr Kamba says he takes great exception to malicious and unfounded allegations meant to tarnish his name, for whatever reason by The Mast Newspaper in their editorial comment of […]",https://www.lusakatimes.com/2020/01/24/kamba-reacts-angrily-to-media-reports-questioning-his-source-of-funding-for-his-mansion-in-new-kasama/,2020-01-24 12:31:22+00:00,Chief Editor,1
Lusaka Times,politics,Some government clinics using exercise book pages to wrap medicines,"Some clinics on the Copperbelt are using cuttings from exercise books to package medicine for patients. Chambishi Government Clinic and Kitwe’s Mindolo One Clinic are some of the facilities lacking the traditional plastics used in packing medicine. Whilst applauding the initiative taken by the clinics trying to function with minimal government support , a medical […]",https://www.lusakatimes.com/2020/01/19/some-government-clinics-using-exercise-book-pages-to-wrap-medicines/,2020-01-19 08:26:42+00:00,editor,1
Lusaka Times,development,"Green Eagles Go Three points Clear, Nkana Escape at GBFC",Green Eagles stayed in command of the FAZ Super Division for a second successive week following Saturday’s away victory at 8th placed Kobe Warriors. 1-0 it ended at Godfrey “Ucar” Chitalu Stadium in Kabwe to see Eagles rise to 36 points after 18 games played. Spencer Sautu’s 70th minute goal kept Eagles at the summit […],https://www.lusakatimes.com/2020/01/18/green-eagles-go-three-points-clear-nkana-escape-at-gbfc/,2020-01-18 18:49:41+00:00,sports,0
Lusaka Times,local news,Kitwe’s Chiwempala Resident Riot again over Ritual Killings,"Copperbelt Police Commissioner Charity Katanga has said that residents of Chiwempala have rioted again looting shops and destroying property, before Police reinforcements from nearby towns came in, to calm the situation. Zambia Police Service has intensified patrols in Chingola’s Chiwempala area which recorded suspected ritual attacks in the past one month. A check by a […]",https://www.lusakatimes.com/2020/01/17/260579/,2020-01-17 04:15:52+00:00,Chief Editor,1
Lusaka Times,career,Chabinga laments Nkana defeat at Zanaco,Nkana coach Manfred Chabinga admits they blew a valuable opportunity to go top of the FAZ Super Division table following Wednesday’s away loss at Zanaco. The record 12-time champions fell 2-1 at Sunset Stadium in Lusaka to hand Zanaco its first league win from seven matches that also saw them crawl out of the FAZ […],https://www.lusakatimes.com/2020/01/16/chabinga-laments-nkana-defeat-at-zanaco/,2020-01-16 20:10:09+00:00,sports,0
Lusaka Times,politics,Team of technocrats constituted to look into ZESCO and CEC impasse,"A Team of technocrats from the Ministries of Finance, Energy, and ZESCO has been constituted to look into the issues surrounding the ZESCO and Copperbelt Energy Corporation (CEC). Energy Minister, Mathew Nkhuwa has confirmed to ZNBC News that the team has been instituted to look into the matter. Mr. Nkhuwa said that after the findings, […]",https://www.lusakatimes.com/2020/01/16/260475/,2020-01-16 05:47:27+00:00,Chief Editor,1
Lusaka Times,career,Leaders Kitwe United reflect on tough promotion race,"Kitwe United coach Stephen ‘Barnes’ Mwansa has described the first half of the 2019/20 FAZ National Division season as tough. Chingalika have finished on top of the table with 38 points, three above second placed Young Green Eagles, after 17 matches played. Third placed Prison Leopards have 31 points, two above fourth placed Kafue Celtic, […]",https://www.lusakatimes.com/2020/01/14/leaders-kitwe-united-reflect-on-tough-promotion-race/,2020-01-14 09:07:17+00:00,sports,1
Lusaka Times,sports,WEEKEND SCORECARD: Nkana Determined to Stay Put in Top Two,Nkana coach Manfred Chabinga says the onus is on the Kitwe giants to ensure they stay in the top two after attaining second position over the weekend at the midway point of the 2019/2020 FAZ Super Division season. The record 12-time champions beat second from bottom Kabwe Youth Soccer Academy 1-0 on Saturday at home […],https://www.lusakatimes.com/2020/01/13/weekend-scorecard-nkana-determined-to-stay-put-in-top-two/,2020-01-13 18:59:03+00:00,sports,0
Lusaka Times,career,Mighty Mufulira Wanderers Are Victims of Power’s 8-match Unbeaten Run,Power Dynamos on Sunday continued to show interesting progress after a rough start to the 2019/2020 FAZ Super Division season after staying unbeaten for an eighth successive league game . Power beat bottom of the table Mighty Mufulira Wanderers 2-0 at Arthur Davies Stadium in Kitwe. The six-time champions victory saw them end a six-match […],https://www.lusakatimes.com/2020/01/12/mighty-mufulira-wanderers-are-victims-of-powers-8-match-unbeaten-run/,2020-01-12 21:50:27+00:00,sports,0
Lusaka Times,development,Green Eagles beat Nkana to Number One,"Green Eagles on Saturday beat Nkana to the mid-way point lead of the 2019/2020 FAZ Super Division campaign on goal difference following respective wins on Saturday. At Levy Mwanawasa Stadium in Ndola, Eagles beat hosts Forest Rangers 1-0 thanks to a 62nd minute goal by Spencer Sautu. Eagles have 33 point from seventeen games, tied […]",https://www.lusakatimes.com/2020/01/11/green-eagles-keep-nkana-in-second-place/,2020-01-11 16:15:38+00:00,sports,0
Lusaka Times,business news,Chingola Residents Riot Over Ritual Killings,"Residents of Chingola have rioted, destroying shops and houses belonging to people suspected to be behind the recent spate of suspected ritual killings. The residents ran amok, looting some shops in several areas and later turned on to houses of businessmen, where they also looted household goods. Police in full riot gear, with the help […]",https://www.lusakatimes.com/2020/01/09/chingola-residents-riot-over-ritual-killings/,2020-01-09 03:43:07+00:00,Chief Editor,1
Lusaka Times,politics,Local Government Minister raises concern about the delayed upgrade to Chisokone market,Local Government Minister Charles Banda is concerned with the delayed implementation of the Chisokone market upgrade. Dr Banda says Chisokone market is one of the biggest trading facilities in the country and accommodates over 20 000 traders hence the need to make it more conducive. Speaking when he paid a courtesy call on Kitwe District […],https://www.lusakatimes.com/2020/01/09/259283/,2020-01-09 03:38:33+00:00,Chief Editor,1
Lusaka Times,business news,Fathi confident Napsa Stars will rebound,Napsa Stars coach Mohammed Fathi says every top five team this season has gone through the same slump they are going through after losing back-to-back league games. Napsa last Saturday lost 1-0 at home in Lusaka to fourth placed Nkana to suffer back-to-back defeats a week after losing by the same margin at Power Dynamos […],https://www.lusakatimes.com/2020/01/07/fathi-confident-napsa-stars-will-rebound/,2020-01-07 17:39:41+00:00,sports,1
Lusaka Times,development,Review of the year 2019 from a Gender Perspective,INTRODUCTION The Zambia National Women’s Lobby (ZNWL) reviews the year 2019 from a gender perspective. WOMEN’S ACCESSION AND PARTICIPATION IN LEADERSHIP AND DECISION MAKING IN 2019 The ZNWL observed some positive developments with some women ascending to leadership and decision-making positions in the political and private sectors in 2019. The organisation was pleased with the […],https://www.lusakatimes.com/2020/01/07/review-of-the-year-2019-from-a-gender-perspective/,2020-01-07 03:58:48+00:00,editor,1
Lusaka Times,local news,FAZ DIV 1 WRAP: Kitwe   United  Open  Two-Point  Lead,Kitwe United have opened a three point lead at the top of the FAZ National Division One League table following a 1-0 win over Mpulungu Harbour at the weekend. Defender and Captain Moses Lolozi headed in the goal in the second half of this Week 16 match played in Mpulungu. The victory pushed Chingalika to […],https://www.lusakatimes.com/2020/01/06/faz-div-1-wrap-kitwe-united-open-two-point-lead/,2020-01-06 20:16:13+00:00,sports,0
Lusaka Times,development,Women’s Lobby Saddened by Dwindling Number of Women participation in Leadership  and Decision making  in 2019,"INTRODUCTION As the year 2019 draws to a close, the Zambia National Women’s Lobby (ZNWL) reviews the year from a gender perspective. WOMEN’S ACCESSION AND PARTICIPATION IN LEADERSHIP AND DECISION MAKING IN 2019 The ZNWL observed some positive developments with some women ascending to leadership and decision-making positions in the political and private sectors in […]",https://www.lusakatimes.com/2020/01/05/258911/,2020-01-05 10:02:59+00:00,Chief Editor,1
Lusaka Times,career,Zesco Fall as Nkana and Eagles Wipe-Out Top Two  Gap,"Defending FAZ Super Division Champions Zesco United and second placed Napsa Stars’ top-two status is under threat following respective home defeats on Saturday. At Levy Mwanawasa Stadium, nine-man Forest Rangers downed Zesco 1-0 away in the big Ndola derby. Mbelenge Ngulakwey scored from a header in the 31st minute to see was Forest collect their […]",https://www.lusakatimes.com/2020/01/04/zesco-fall-as-nkana-and-eagles-wipe-out-top-two-gap/,2020-01-04 16:47:45+00:00,sports,0
Lusaka Times,sports,Mukuka  Mulenga to Miss Power’s Trip to  GBFC,Ex-Chipolopolo midfielder Mukuka Mulenga will not make his Power Dynamos debut this Saturday away at Green Buffaloes. Mukuka signed with his former club on Thursday on a long-term deal after years in limbo following his earlier move to defending South African champions Mamelodi Sundowns from Power in 2013 that was hit but injuries. But two […],https://www.lusakatimes.com/2020/01/03/mukuka-mulenga-to-miss-powers-trip-to-gbfc/,2020-01-03 20:17:06+00:00,sports,0
Lusaka Times,politics,Government to Strengthen Environmental Governance in Mines,"Government through the Zambia Mining and Environmental Remediation and Improvement Project (ZMERIP) is reviewing the policy and legislative framework on Environmental governance in the mining sector. ZMERIP is a US$65.6 million, World Bank funded project being implemented by the Ministry of Mines and Minerals Development, whose objective is to reduce environmental health risks, including Lead […]",https://www.lusakatimes.com/2020/01/03/government-to-strengthen-environmental-governance-in-mines/,2020-01-03 04:01:49+00:00,Chief Editor,1
Lusaka Times,local news,Government should compel Kagem Mine to hand over the Green Emerald Slug Dumpsite to the Youths,"The Emerald Production Watch of Zambia has called on the government to compel Kagem Mine to hand over the green emerald slug dumpsite to youths in Lufwanyama to ensure that the local community benefits from the mineral resources. Speaking during an annual media interaction forum held in Kitwe over the weekend, Emeralds Production Watch of […]",https://www.lusakatimes.com/2020/01/02/government-should-compel-kagem-mine-to-hand-over-the-green-emerald-slug-dumpsite-to-the-youths/,2020-01-02 04:48:22+00:00,Chief Editor,1
Lusaka Times,politics,Amos Malupenga replaces the fired Chanda Kasolo,President Edgar Lungu has transferred Tourism and Arts Permanent Secretary Amos Malupenga to the Ministry of Information and Broadcasting Services taking over from Chanda Kasolo whose contract was terminated. The President has also transferred Gender Permanent Secretary Dr Auxilia Ponga to the Ministry of Tourism and Arts. President Lungu is confident that the two Permanent […],https://www.lusakatimes.com/2020/01/01/amos-malupenga-replaces-the-fired-chanda-kasolo/,2020-01-01 06:14:45+00:00,Chief Editor,1
Lusaka Times,sports,Nkana coach Chabinga Gives Record Card on Fit-Again Chisamba,"Nkana coach Manfred Chabinga has given his first report card on fit-again Chipolopolo midfielder Chisamba Lungu’s return to competitive action last Sunday following a ten-month injury layoff. Chisamba has been sidelined since March 3, 2019 with a leg injury he sustained in a 2018/2019 CAF Confederation Cup Group C home match against Zesco that Nkana […]",https://www.lusakatimes.com/2019/12/31/nkana-coach-chabinga-gives-record-card-on-fit-again-chisamba/,2019-12-31 17:05:59+00:00,sports,0
Lusaka Times,sports,Kitwe Utd Add to Fallen Giants Nchanga’s Div 1 Woes,"Two-time league champions Nchanga Rangers have a remained a mid-table team in the 2019/20 FAZ National Division One League following a 2-1 loss at Kitwe United over the weekend. The defeat left the 1980 and 1998 champions Nchanga ninth on the table with 21 points from 15 matches played. Bravo, who were 1998 CAF Cup […]",https://www.lusakatimes.com/2019/12/31/kitwe-utd-add-to-fallen-giants-nchangas-div-1-woes/,2019-12-31 13:30:14+00:00,sports,1
Lusaka Times,development,RTSA and Bus Operators Meet over the adjustment of Bus Fares,"The Road Transport and Safety Agency and bus operators today 30th December 2019 held a consultative meeting to determine the adjustment in bus fares following the increase in fuel pump price by the Energy Regulation Board last week. According to a statement released to the media by RTSA’s Head of Public Relations Richard Mubanga, the […]",https://www.lusakatimes.com/2019/12/31/rtsa-and-bus-operators-meet-over-the-adjustment-of-bus-fares/,2019-12-31 05:18:40+00:00,Chief Editor,1
Lusaka Times,career,Nkana Rebound And Jump to Number  4,Nkana returned to winning ways on Sunday that saw them jump from sixth to fourth on the 2019/20 FAZ Super Division log. Nkana beat third from bottom Nkwazi 1-0 at home in Kitwe to rebound from last weekend’s 3-0 Kitwe derby away loss at Power Dynamos. Shadreck Musonda scored the game’s lone goal from the […],https://www.lusakatimes.com/2019/12/29/nkana-rebound-and-jump-to-number-4/,2019-12-29 20:03:40+00:00,sports,0
Lusaka Times,development,Power  Dynamos Keep Winning  Under  Mutapa,Power Dynamos continued their winning ways on Saturday following a 1-0 home win over second placed Napsa Stars at Arthur Davies Stadium in Kitwe. The victory saw Power stay unbeaten for a sixth successive league game after collecting their fifth straight league victory. Fredrick Mulambia’s 23rd minute goal settled the contest to see him net […],https://www.lusakatimes.com/2019/12/28/power-dynamos-keep-winning-under-mutapa/,2019-12-28 21:01:33+00:00,sports,0
Lusaka Times,career,Promotion contenders Kitwe United chairman quits,Kitwe United chairman Emmanuel Numwa has announced his resignation from the post after differing with club owners Kitwe City Council. Numwa took over as chairman from Gabriel Akayombokwa almost three months ago after being promoted from the position of treasurer. Chingalika are facing financial challenges after the new council management cut funding to the club. […],https://www.lusakatimes.com/2019/12/27/promotion-contenders-kitwe-united-chairman-quits/,2019-12-27 13:48:54+00:00,sports,0
Lusaka Times,politics,Howard Kunda survives Road Accident,"Opposition Movement for Multiparty Democracy (MMD) Muchinga Member of Parliament Hon Howard Kunda survived a road traffic accident last night. The accident occurred on the Ndola-Kitwe Dual Carriage Way, near Baluba Motel. This is when a truck identified as one belonging to Chat Breweries crossed lanes and hit into Kunda’s vehicle. He is currently admitted […]",https://www.lusakatimes.com/2019/12/27/howard-kunda-survives-road-accident/,2019-12-27 10:21:06+00:00,Chief Editor,1
Lusaka Times,development,Power Focus on Napsa Stars  After Derby Triumph,Power Dynamos striker Dave Daka says the Kitwe Derby is now water under the bridge and they have fully turned their attention on another critical home date this weekend against Napsa Stars at Arthur Davies Stadium. Power head into their second straight home league match exactly seven days after they clobbered Nkana 3-0 in the […],https://www.lusakatimes.com/2019/12/26/power-focus-on-napsa-stars-after-derby-triumph/,2019-12-26 19:07:02+00:00,sports,0
Lusaka Times,sports,USA Business Executive Donates to Samuel Matete Academy,"The Samuel Matete Athletics Academy of Kitwe has received a donation of sports kit from US based business executive David Long. The donation of kit comprising of shirts, shorts and sports shoes was facilitated by former runner Reuben Silwimba, who is based in the US. Silwimba on Tuesday handed over the kit to Samuel Matete, […]",https://www.lusakatimes.com/2019/12/26/usa-business-executive-donates-to-samuel-matete-academy/,2019-12-26 08:05:10+00:00,sports,0
Lusaka Times,politics,"Stephen Kampyongo is deceiving the Nation, First Lady’s office is not a Constitutional  Office-Chipenzi","GEARS Initiative Zambia says Home Affairs Minister, Stephen Kampyongo is deceiving the nation by claiming that the Office of the First Lady is a Constitutional Office by virtue of it receiving government funding. In justifying the action of the First Lady to commission a police post in Kitwe recently instead of the Established government office […]",https://www.lusakatimes.com/2019/12/25/stephen-kampyongo-is-deceiving-the-nation-first-ladys-office-is-not-an-constitutional-office-chipenzi/,2019-12-25 14:06:55+00:00,Chief Editor,1
Lusaka Times,development,Chabula Advised Not To Rush on Foreign Move,Zambia and Nkwazi striker Emmanuel Chabula has been advised against rushing into making a move abroad. Chabula’s former coach at Kitwe United Stephen “Barnes” Mwansa said the player should stay at Nkwazi for the remainder of the current season. The striker has been linked with move to a named South African club. ‘As a parent […],https://www.lusakatimes.com/2019/12/24/chabula-advised-not-to-rush-on-foreign-move/,2019-12-24 11:28:32+00:00,sports,0
Lusaka Times,development,Why  Power Dynamos Beat  Nkana in The  Kitwe  Derby,"Ex-Power Dynamos star winger Gibson Shikilwa says Sunday’s Kitwe derby between his old club and fierce rivals Nkana was won in the midfield. Luka Chamanga, Davy Daka and Fredrick Mulambia were the scorers as Power thumped Nkana 3-0 at Arthur Davies Stadium in this FAZ Super Division tie. The victory ended Nkana‘s eight match unbeaten […]",https://www.lusakatimes.com/2019/12/23/why-power-dynamos-beat-nkana-in-the-kitwe-derby/,2019-12-23 15:29:53+00:00,sports,0
Lusaka Times,career,FAZ  DIV 1  WRAP: Young Green Eagles Go Top,"The FAZ National Division One League resumed after a two week break with Young Green Eagles assuming top slot. Young Eagles thumped Zambeef 2-0 at home to dislodge Kitwe United, who drew goalless at Chambishi, from the top. The win helped the ZNS side to open a two point lead at the pinnacle with 31 […]",https://www.lusakatimes.com/2019/12/23/faz-div-1-wrap-young-green-eagles-go-top/,2019-12-23 15:28:44+00:00,sports,0
Lusaka Times,development,Convincing Power Dynamos Dismantle Nkana in Kitwe  Derby,Power Dynamos on Sunday coasted to a convincing 3-0 Kitwe derby victory at home over Nkana at Arthur Davies Stadium in Kitwe. The victory ended Nkana ‘s eight match unbeaten run and comes exactly a week after they beat defending champions and leaders Zesco United 1-0 at home across the road in Wusakile. It was […],https://www.lusakatimes.com/2019/12/22/convincing-power-dynamos-dismantle-nkana-in-kitwe-derby/,2019-12-22 17:50:42+00:00,sports,0
Lusaka Times,sports,Red  Arrows  Continue To  Stall in Top Four  Race,"Red Arrows early season momentum has continued to lose stream and now face the strong prospect of dropping outside the top four for the first time this season as their continental suffer a dent. After flirting in the top two in the opening two months of the season, the 2004 FAZ Super Division champions form […]",https://www.lusakatimes.com/2019/12/22/red-arrows-continue-to-stall-in-top-four-race/,2019-12-22 10:13:33+00:00,sports,0
Lusaka Times,education,Pictures of the Commissioning of a Newly Built Police Post in Kitwe’s Nkana Constituency, ,https://www.lusakatimes.com/2019/12/22/pictures-of-the-commissioning-of-a-newly-built-police-post-in-kitwes-nkana-constituency/,2019-12-22 05:58:51+00:00,Chief Editor,1
Lusaka Times,sports,Bruised Zesco United host KYSA,Zesco United seek a remedy to their two-match losing run this Saturday when they hosts struggling Kabwe Youth Soccer Academy at Levy Mwanawasa Stadium in Ndola. The Week 14 fixtures comes seven days after Zesco were beaten 1-0 away Nkana in the big Copperbelt derby in Kitwe. That defeat not only ended Zesco unbeaten start […],https://www.lusakatimes.com/2019/12/20/bruised-zesco-united-host-kysa/,2019-12-20 19:47:07+00:00,sports,0
Lusaka Times,business news,Chabinga: Nkana Expect Only One Kitwe Derby Outcome,Nkana coach Manfred Chabinga says they have no choice in Sunday’s Kitwe derby but to sing the only tune they are expecting to hear back at their Wusakile stronghold after the 90 minutes at Arthur Davies Stadium against hosts Power Dynamos. Nkana and power meet in the first leg of the 2019/2020 campaign in the […],https://www.lusakatimes.com/2019/12/19/chabinga-nkana-expect-only-one-kitwe-derby-outcome/,2019-12-19 16:45:11+00:00,sports,0
Lusaka Times,sports,Perry Mutapa Not Feeling Any Kitwe Derby Jitters,Power Dynamos coach Perry Mutapa insists he is not feeling any pre-Kitwe derby pressure ahead of Sunday’s home date against Nkana because he has experienced that big derby temperament as a player. Mutapa will be in charge of his first Kitwe derby following his appointment three games ago at Power Dynamos after quitting his post […],https://www.lusakatimes.com/2019/12/19/perry-mutapa-not-feeling-any-kitwe-derby-jitters/,2019-12-19 15:17:01+00:00,sports,0
Lusaka Times,development,Larry  Bwalya:Power Dynamos on a Sound Note Heading into Kitwe Derby,Power Dynamos midfielder Larry Bwalya believes that they are heading into Sunday’s Kitwe derby against Nkana on a sound note following poor start to the 2019/20 FAZ Super Division campaign. Power head into the home derby clash on December 22 at Arthur Davies Stadium enjoying a three match winning run for the first time this […],https://www.lusakatimes.com/2019/12/18/larry-bwalyapower-dynamos-on-a-sound-note-heading-into-kitwe-derby/,2019-12-18 19:07:54+00:00,sports,0
Lusaka Times,economy news,Sinkamba welcomes Government move on Marijuana,"Green Party leader Peter Sinkamba has welcomed the decision by government to give approval for the cultivation, processing and exporting of cannabis for economic and medicinal purpose. Mr. Sinkamba says the move see a turnaround in economic activities. He said the decision is good for the country because Zambia will NOT only depend on Copper […]",https://www.lusakatimes.com/2019/12/18/sinkamba-welcomes-government-move-on-marijuana/,2019-12-18 04:47:35+00:00,Chief Editor,1
Lusaka Times,sports,"Chabinga:Zesco,Power Games Will Define Nkana’s 2019/20 Title Ambitions",Nkana coach Manfred Chabinga says their projected six-pointer from two successive big derby dates over the next seven days against Zesco United and Power Dynamos will define their top four ambitions as the 2019/20 campaign enters round 14. Nkana kicked off that challenge on December 14 with a 1-0 home win over Zesco in a […],https://www.lusakatimes.com/2019/12/16/chabingazescopower-games-will-define-nkanas-2019-20-title-ambitions/,2019-12-16 07:32:29+00:00,sports,0
Lusaka Times,sports,Lwandamina Reflects on Zesco’s Loss at Nkana,Zesco United coach George Lwandamina says Saturday’s first league loss of the season they suffered away at Nkana is a minor setback. Nkana stunned Zesco 1-0 in the Copperbelt derby at Nkana Stadium in Kitwe under the cover of a heavy downpour. The result also handed Zesco their second successive competitive defeat of the season […],https://www.lusakatimes.com/2019/12/15/lwandamina-reflects-on-zescos-loss-at-nkana/,2019-12-14 22:19:37+00:00,sports,0
Lusaka Times,local news,Lwandamina Refuses To Be  Drawn  Into Zesco-Nkana War-Talk,Zesco United coach George Lwandamina is refusing to be drawn into war-talk ahead of Saturday’s big Copperbelt derby clash away to Nkana in Kitwe. The current league leaders and defending FAZ Super Division champions head to Nkana exactly a week after TP Mazembe of DR Congo beat them 2-1 at home in Ndola in a […],https://www.lusakatimes.com/2019/12/13/lwandamina-refuses-to-drawn-into-zesco-nkana-war-talk/,2019-12-13 19:00:08+00:00,sports,0
Lusaka Times,local news,Nkana Ready  for Wounded  Zesco in Saturday’s Copperbelt  Derby,Nkana coach Manfred Chabinga says they are ready for wounded Zesco United in Saturday’s Copperbelt derby at Nkana Stadium in Kitwe. Fifth placed Nkana hosts the current FAZ Super Division leaders and defending champions Zesco who travel to Kitwe bruised following a 2-1 home loss to DR Congo giants TP Mazembe in a 2019/20 CAF […],https://www.lusakatimes.com/2019/12/13/nkana-ready-for-wounded-zesco-in-saturdays-copperbelt-derby/,2019-12-13 16:30:41+00:00,sports,0
